from,to,knowledge_begin_date,knowledge_end_date,operation_code
10074136:5,10075120:5,2013-05-05 06:08:40.917,,N
10074137:5,10074137:5,2013-05-05 06:08:40.917,,N
10074140:5,10074140:5,2013-05-05 06:08:40.917,,N
10074143:5,10074143:5,2013-05-05 06:08:40.917,,N
10074150:5,10074150:5,2013-05-05 06:08:40.917,,N
10074152:5,10074152:5,2013-05-05 06:08:40.917,,N
10074154:5,10074154:5,2013-05-05 06:08:40.917,,N
10074163:5,10074163:5,2013-05-05 06:08:40.917,,N
10074169:5,10074169:5,2013-05-05 06:08:40.917,,N
10074170:5,10074170:5,2013-05-05 06:08:40.917,,N
10074173:5,10074173:5,2013-05-05 06:08:40.917,,N
10074187:5,10074187:5,2013-05-05 06:08:40.917,,N
10074188:5,10074188:5,2013-05-05 06:08:40.917,,N
10074191:5,10074191:5,2013-06-19 00:24:26.667,,N
10074192:5,10074192:5,2013-05-05 06:08:40.917,,N
10074193:5,10074193:5,2013-05-05 06:08:40.917,,N
10074194:5,10074194:5,2013-05-05 06:08:40.917,,N
10074196:5,10074196:5,2013-05-05 06:08:40.917,,N
10074197:5,10074197:5,2013-05-05 06:08:40.917,,N
10074198:5,10074198:5,2013-05-05 06:08:40.917,,N
10074201:5,10074201:5,2013-05-05 06:08:40.917,,N
10074207:5,10074207:5,2013-05-05 06:08:40.917,,N
10074209:5,10074209:5,2013-05-05 06:08:40.917,,N
10074215:5,10074215:5,2013-05-05 06:08:40.917,,N
10074218:5,10074218:5,2013-05-05 06:08:40.917,,N
10074220:5,10074220:5,2013-05-05 06:08:40.917,,N
10074227:5,10074227:5,2013-05-05 06:08:40.917,,N
10074236:5,10074236:5,2013-05-05 06:08:40.917,,N
10074243:5,10074243:5,2013-05-05 06:08:40.917,,N
10074246:5,10074246:5,2013-05-05 06:08:40.917,,N
10074256:5,10074256:5,2016-06-15 07:05:37.257,,N
10074259:5,10074259:5,2013-05-05 06:08:40.917,,N
10074263:5,10074263:5,2013-05-05 06:08:40.917,,N
10074279:5,10074279:5,2013-05-05 06:08:40.917,,N
10074283:5,10074283:5,2013-05-05 06:08:40.917,,N
10074287:5,10074287:5,2013-05-05 06:08:40.917,,N
10074289:5,10074289:5,2013-05-05 06:08:40.917,,N
10074291:5,10074291:5,2013-05-05 06:08:40.917,,N
10074296:5,10074296:5,2013-05-05 06:08:40.917,,N
10074299:5,10074299:5,2013-05-05 06:08:40.917,,N
10074305:5,10074305:5,2013-05-05 06:08:40.917,2013-10-24 18:47:19.693,N
10074305:5,10074305:5,2013-10-24 22:26:33.297,2015-04-13 06:39:38.267,A
10074305:5,10074305:5,2019-08-28 08:28:50.370,2022-04-19 15:15:24.587,A
10074305:5,10077472:5,2022-04-19 15:15:24.587,,A
10074305:5,50004295:5,2013-10-24 18:47:19.693,2013-10-24 22:26:33.297,A
10074305:5,50004295:5,2015-04-13 06:39:38.267,2019-08-28 08:28:50.370,A
10074324:5,10074324:5,2013-05-05 06:08:40.917,,N
10074336:5,10074336:5,2013-05-05 06:08:40.917,,N
10074337:5,10074337:5,2013-05-05 06:08:40.917,,N
10074338:5,10074338:5,2013-05-05 06:08:40.917,,N
10074340:5,10074340:5,2013-05-05 06:08:40.917,,N
10074342:5,10074342:5,2013-05-05 06:08:40.917,,N
10074345:5,10074345:5,2013-05-05 06:08:40.917,,N
10074347:5,10074347:5,2013-05-05 06:08:40.917,,N
10074359:5,10074359:5,2013-05-05 06:08:40.917,,N
10074360:5,10074360:5,2013-05-05 06:08:40.917,,N
10074364:5,10074364:5,2013-05-05 06:08:40.917,,N
10074370:5,10074370:5,2013-05-05 06:08:40.917,,N
10074371:5,10074371:5,2013-05-05 06:08:40.917,,N
10074378:5,10074378:5,2013-05-05 06:08:40.917,,N
10074385:5,10074385:5,2013-05-05 06:08:40.917,,N
10074395:5,10074395:5,2013-05-05 06:08:40.917,,N
10074400:5,10074400:5,2013-05-05 06:08:40.917,,N
10074412:5,10074412:5,2013-05-05 06:08:40.917,,N
10074413:5,10011880:5,2013-05-05 06:08:40.917,,N
10074414:5,10074414:5,2013-05-05 06:08:40.917,,N
10074418:5,10074418:5,2013-05-05 06:08:40.917,,N
10074423:5,10074423:5,2013-05-05 06:08:40.917,,N
10074429:5,52462546:5,2013-05-05 06:08:40.917,,N
10074435:5,10074435:5,2013-05-05 06:08:40.917,,N
10074441:5,10074441:5,2013-05-05 06:08:40.917,,N
10074442:5,10074442:5,2013-05-05 06:08:40.917,,N
10074443:5,10074443:5,2013-05-05 06:08:40.917,,N
10074449:5,10074449:5,2013-05-05 06:08:40.917,,N
10074452:5,10074452:5,2013-05-05 06:08:40.917,,N
10074453:5,10074453:5,2013-05-05 06:08:40.917,,N
10074458:5,10074458:5,2013-05-05 06:08:40.917,,N
10074460:5,10074460:5,2013-05-05 06:08:40.917,,N
10074461:5,10074461:5,2013-05-05 06:08:40.917,,N
10074466:5,10074466:5,2013-05-05 06:08:40.917,,N
10074518:5,10074518:5,2013-05-05 06:08:40.917,,N
10074524:5,10074524:5,2013-05-05 06:08:40.917,,N
10074528:5,10074528:5,2013-05-05 06:08:40.917,,N
10074533:5,10074533:5,2013-05-05 06:08:40.917,,N
10074536:5,10074536:5,2013-05-05 06:08:40.917,,N
10074542:5,10074542:5,2013-05-05 06:08:40.917,,N
10074546:5,10074546:5,2017-06-14 09:24:55.037,,N
10074551:5,10074551:5,2013-05-05 06:08:40.917,,N
10074553:5,10074553:5,2013-05-05 06:08:40.917,,N
10074557:5,10074557:5,2013-05-05 06:08:40.917,,N
10074562:5,10074562:5,2013-05-05 06:08:40.917,,N
10074579:5,10074579:5,2013-05-05 06:08:40.917,,N
10074592:5,10074592:5,2013-05-05 06:08:40.917,,N
10074596:5,10074596:5,2013-05-05 06:08:40.917,,N
10074597:5,10074597:5,2013-05-05 06:08:40.917,,N
10074599:5,10074599:5,2013-05-05 06:08:40.917,,N
10074601:5,10074601:5,2013-05-05 06:08:40.917,,N
10074604:5,10074604:5,2013-05-05 06:08:40.917,,N
10074609:5,10074609:5,2013-05-05 06:08:40.917,,N
10074613:5,10074613:5,2013-05-05 06:08:40.917,,N
10074616:5,10074616:5,2013-05-05 06:08:40.917,,N
10074621:5,10074621:5,2013-05-05 06:08:40.917,,N
10074622:5,10074622:5,2013-05-05 06:08:40.917,,N
10074627:5,10074627:5,2013-05-05 06:08:40.917,,N
10074632:5,10074632:5,2013-05-05 06:08:40.917,,N
10074634:5,10074634:5,2013-05-05 06:08:40.917,,N
10074635:5,10074635:5,2013-05-05 06:08:40.917,,N
10074638:5,10074638:5,2013-05-05 06:08:40.917,,N
10074652:5,10074652:5,2013-05-05 06:08:40.917,,N
10074653:5,10074653:5,2013-05-05 06:08:40.917,,N
10074661:5,10074661:5,2013-05-05 06:08:40.917,,N
10074664:5,10074664:5,2013-05-05 06:08:40.917,,N
10074668:5,10074668:5,2013-05-05 06:08:40.917,,N
10074670:5,10074670:5,2013-05-05 06:08:40.917,,N
10074683:5,10074683:5,2013-05-05 06:08:40.917,,N
10074690:5,10074690:5,2013-05-05 06:08:40.917,,N
10074692:5,10074692:5,2013-05-05 06:08:40.917,,N
10074693:5,10074693:5,2013-05-05 06:08:40.917,,N
10074697:5,10074697:5,2013-05-05 06:08:40.917,,N
10074698:5,10074698:5,2013-05-05 06:08:40.917,,N
10074703:5,10074703:5,2013-05-05 06:08:40.917,,N
10074705:5,52751211:5,2013-05-05 06:08:40.917,,N
10074706:5,10074706:5,2013-05-05 06:08:40.917,,N
10074709:5,10074709:5,2013-05-05 06:08:40.917,,N
10074714:5,10074714:5,2013-05-05 06:08:40.917,,N
10074715:5,10074715:5,2013-05-05 06:08:40.917,,N
10074718:5,10074718:5,2013-05-05 06:08:40.917,,N
10074752:5,10074752:5,2013-05-05 06:08:40.917,,N
10074772:5,10074772:5,2013-05-05 06:08:40.917,,N
10074782:5,10074782:5,2013-05-05 06:08:40.917,,N
10074785:5,10074785:5,2013-05-05 06:08:40.917,,N
10074787:5,10074787:5,2013-05-05 06:08:40.917,,N
10074797:5,10074797:5,2013-05-05 06:08:40.917,,N
10074803:5,10074803:5,2013-05-05 06:08:40.917,,N
10074807:5,10074807:5,2013-05-05 06:08:40.917,,N
10074808:5,10074808:5,2013-05-05 06:08:40.917,,N
10074813:5,10074813:5,2013-05-05 06:08:40.917,,N
10074814:5,10074814:5,2013-05-05 06:08:40.917,,N
10074816:5,10074816:5,2013-05-05 06:08:40.917,,N
10074818:5,10074818:5,2013-05-05 06:08:40.917,,N
10074819:5,10074819:5,2013-05-05 06:08:40.917,,N
10074821:5,10074821:5,2013-05-05 06:08:40.917,,N
10074823:5,10074823:5,2013-05-05 06:08:40.917,,N
10074834:5,10074834:5,2013-05-05 06:08:40.917,,N
10074835:5,10074835:5,2013-05-05 06:08:40.917,,N
10074840:5,10074840:5,2013-05-05 06:08:40.917,,N
10074845:5,10074845:5,2013-05-05 06:08:40.917,,N
10074848:5,10074848:5,2013-05-05 06:08:40.917,,N
10074857:5,10074857:5,2013-05-05 06:08:40.917,,N
10074863:5,10074863:5,2013-05-05 06:08:40.917,,N
10074868:5,10074868:5,2013-05-05 06:08:40.917,,N
10074874:5,10074874:5,2013-05-05 06:08:40.917,,N
10074886:5,10074886:5,2013-05-05 06:08:40.917,,N
10074890:5,10074890:5,2013-05-05 06:08:40.917,,N
10074891:5,10074891:5,2013-05-05 06:08:40.917,,N
10074892:5,10074892:5,2013-05-05 06:08:40.917,,N
10074902:5,10074902:5,2013-05-05 06:08:40.917,,N
10074905:5,10074905:5,2013-05-05 06:08:40.917,,N
10074908:5,10074908:5,2017-06-14 09:24:55.037,,N
10074910:5,10074910:5,2013-05-05 06:08:40.917,,N
10074913:5,10074913:5,2013-05-05 06:08:40.917,,N
10074919:5,10074919:5,2013-05-05 06:08:40.917,,N
10074920:5,10074920:5,2013-05-05 06:08:40.917,,N
10074922:5,10074922:5,2014-05-01 08:45:43.960,,N
10074924:5,10074924:5,2013-05-05 06:08:40.917,,N
10074926:5,10074926:5,2013-05-05 06:08:40.917,,N
10074928:5,10074928:5,2013-05-05 06:08:40.917,,N
10074933:5,10074933:5,2013-05-05 06:08:40.917,,N
10074943:5,10074943:5,2013-05-05 06:08:40.917,,N
10074946:5,10074946:5,2013-05-05 06:08:40.917,,N
10074953:5,10074953:5,2013-05-05 06:08:40.917,,N
10074955:5,10074955:5,2013-05-05 06:08:40.917,,N
10074963:5,10074963:5,2013-05-05 06:08:40.917,,N
10074983:5,10074983:5,2013-05-05 06:08:40.917,,N
10074984:5,10074984:5,2013-05-05 06:08:40.917,,N
10074989:5,10074989:5,2013-05-05 06:08:40.917,,N
10074993:5,10074993:5,2013-05-05 06:08:40.917,,N
10074994:5,10074994:5,2013-05-05 06:08:40.917,,N
10074996:5,10074996:5,2013-05-05 06:08:40.917,,N
10075007:5,10075007:5,2013-05-05 06:08:40.917,,N
10075011:5,10075011:5,2013-05-05 06:08:40.917,,N
10075016:5,10075016:5,2013-05-05 06:08:40.917,,N
10075023:5,10075023:5,2013-05-05 06:08:40.917,,N
10075030:5,10075030:5,2013-05-05 06:08:40.917,,N
10075032:5,10075032:5,2013-05-05 06:08:40.917,,N
10075034:5,10075034:5,2013-05-05 06:08:40.917,,N
10075043:5,10075043:5,2013-05-05 06:08:40.917,,N
10075051:5,10075051:5,2013-05-05 06:08:40.917,,N
10075060:5,10075060:5,2013-05-05 06:08:40.917,,N
10075064:5,10075064:5,2013-05-05 06:08:40.917,,N
10075078:5,10075078:5,2013-05-05 06:08:40.917,,N
10075079:5,10075079:5,2013-05-05 06:08:40.917,,N
10075081:5,10075081:5,2013-05-05 06:08:40.917,,N
10075088:5,10075088:5,2013-05-05 06:08:40.917,,N
10075097:5,10075097:5,2013-05-05 06:08:40.917,,N
10075104:5,10075104:5,2013-05-05 06:08:40.917,,N
10075105:5,10097425:5,2013-05-05 06:08:40.917,,N
10075110:5,10075110:5,2013-05-05 06:08:40.917,,N
10075120:5,10075120:5,2013-05-05 06:08:40.917,,N
10075123:5,10075123:5,2013-05-05 06:08:40.917,,N
10075124:5,10075124:5,2013-05-05 06:08:40.917,,N
10075126:5,10075126:5,2013-05-05 06:08:40.917,,N
10075127:5,10075127:5,2013-05-05 06:08:40.917,,N
10075133:5,10075133:5,2013-05-05 06:08:40.917,,N
10075143:5,10075143:5,2013-05-05 06:08:40.917,,N
10075157:5,10075157:5,2013-05-05 06:08:40.917,,N
10075160:5,10075160:5,2013-05-05 06:08:40.917,,N
10075165:5,10075165:5,2013-05-05 06:08:40.917,,N
10075167:5,10075167:5,2013-05-05 06:08:40.917,,N
10075169:5,10075169:5,2013-05-05 06:08:40.917,,N
10075174:5,10075174:5,2013-05-05 06:08:40.917,,N
10075175:5,10075175:5,2013-05-05 06:08:40.917,,N
10075177:5,10075177:5,2013-05-05 06:08:40.917,,N
10075191:5,10075191:5,2013-05-05 06:08:40.917,,N
10075198:5,10075198:5,2013-05-05 06:08:40.917,,N
10075199:5,10075199:5,2013-05-05 06:08:40.917,,N
10075202:5,10075202:5,2013-05-05 06:08:40.917,,N
10075204:5,10075204:5,2013-05-05 06:08:40.917,,N
10075209:5,10075209:5,2013-05-05 06:08:40.917,,N
10075210:5,10075210:5,2013-05-05 06:08:40.917,,N
10075211:5,10075211:5,2013-05-05 06:08:40.917,,N
10075217:5,10075217:5,2013-05-05 06:08:40.917,,N
10075221:5,10075221:5,2013-05-05 06:08:40.917,,N
10075222:5,10075222:5,2013-05-05 06:08:40.917,,N
10075227:5,10075227:5,2013-05-05 06:08:40.917,,N
10075238:5,10075238:5,2013-05-05 06:08:40.917,,N
10075244:5,10075244:5,2013-05-05 06:08:40.917,,N
10075252:5,10075252:5,2013-05-05 06:08:40.917,,N
10075256:5,10075256:5,2013-05-05 06:08:40.917,,N
10075259:5,10075259:5,2013-05-05 06:08:40.917,,N
10075263:5,10075263:5,2013-05-05 06:08:40.917,2016-01-27 07:33:34.700,N
10075263:5,64345026:5,2016-01-27 07:33:34.700,,A
10075272:5,10075272:5,2013-05-05 06:08:40.917,,N
10075273:5,10075273:5,2013-05-05 06:08:40.917,,N
10075277:5,10075277:5,2013-05-05 06:08:40.917,,N
10075281:5,10075281:5,2013-05-05 06:08:40.917,,N
10075282:5,10075282:5,2013-05-05 06:08:40.917,,N
10075309:5,10075309:5,2013-05-05 06:08:40.917,,N
10075325:5,10075325:5,2013-05-05 06:08:40.917,,N
10075338:5,10075338:5,2013-05-05 06:08:40.917,,N
10075359:5,10075359:5,2013-05-05 06:08:40.917,,N
10075360:5,10075360:5,2013-05-05 06:08:40.917,,N
10075368:5,10075368:5,2013-05-05 06:08:40.917,,N
10075408:5,10075408:5,2013-05-05 06:08:40.917,,N
10075421:5,10075421:5,2013-05-05 06:08:40.917,,N
10075422:5,10075422:5,2013-05-05 06:08:40.917,,N
10075423:5,10075423:5,2013-05-05 06:08:40.917,,N
10075426:5,10075426:5,2013-05-05 06:08:40.917,,N
10075428:5,10075428:5,2013-05-05 06:08:40.917,,N
10075430:5,10075430:5,2013-05-05 06:08:40.917,,N
10075433:5,10075433:5,2013-05-05 06:08:40.917,,N
10075442:5,10075442:5,2013-05-05 06:08:40.917,,N
10075444:5,10075444:5,2013-05-05 06:08:40.917,,N
10075448:5,10075448:5,2013-05-05 06:08:40.917,,N
10075449:5,10075449:5,2013-05-05 06:08:40.917,,N
10075451:5,10075451:5,2013-05-05 06:08:40.917,,N
10075454:5,10075454:5,2013-05-05 06:08:40.917,,N
10075459:5,10075459:5,2013-05-05 06:08:40.917,,N
10075460:5,10075460:5,2020-12-29 08:08:59.423,,N
10075472:5,10075472:5,2013-05-05 06:08:40.917,,N
10075476:5,10075476:5,2013-05-05 06:08:40.917,,N
10075493:5,10075493:5,2013-05-05 06:08:40.917,,N
10075499:5,10075499:5,2013-05-05 06:08:40.917,,N
10075503:5,10075503:5,2013-05-05 06:08:40.917,,N
10075509:5,10075509:5,2013-05-05 06:08:40.917,,N
10075510:5,10075510:5,2013-05-05 06:08:40.917,,N
10075525:5,10075525:5,2013-05-05 06:08:40.917,,N
10075534:5,10075534:5,2013-05-05 06:08:40.917,,N
10075539:5,10075539:5,2013-05-05 06:08:40.917,,N
10075545:5,10075545:5,2013-05-05 06:08:40.917,,N
10075551:5,10075551:5,2013-05-05 06:08:40.917,,N
10075552:5,10075552:5,2013-05-05 06:08:40.917,,N
10075563:5,10075563:5,2013-05-05 06:08:40.917,,N
10075570:5,10075570:5,2013-05-05 06:08:40.917,,N
10075571:5,10075571:5,2013-05-05 06:08:40.917,,N
10075572:5,10075572:5,2013-05-05 06:08:40.917,,N
10075576:5,10075576:5,2013-05-05 06:08:40.917,,N
10075586:5,10075586:5,2013-05-05 06:08:40.917,,N
10075587:5,10075587:5,2013-05-05 06:08:40.917,,N
10075588:5,10075588:5,2013-05-05 06:08:40.917,,N
10075598:5,10075598:5,2013-05-05 06:08:40.917,,N
10075600:5,10075600:5,2013-05-05 06:08:40.917,,N
10075607:5,10075607:5,2013-05-05 06:08:40.917,,N
10075608:5,10075608:5,2013-05-05 06:08:40.917,,N
10075609:5,10075609:5,2013-05-05 06:08:40.917,,N
10075622:5,10075622:5,2013-05-05 06:08:40.917,,N
10075635:5,10075635:5,2013-05-05 06:08:40.917,,N
10075641:5,10075641:5,2013-05-05 06:08:40.917,,N
10075642:5,10075642:5,2013-05-05 06:08:40.917,,N
10075649:5,10075649:5,2013-05-05 06:08:40.917,,N
10075652:5,10075652:5,2013-05-05 06:08:40.917,,N
10075661:5,10075661:5,2013-05-05 06:08:40.917,,N
10075662:5,10075662:5,2013-05-05 06:08:40.917,,N
10075664:5,10075664:5,2013-05-05 06:08:40.917,,N
10075667:5,10075667:5,2013-05-05 06:08:40.917,,N
10075668:5,10075668:5,2013-05-05 06:08:40.917,,N
10075671:5,10075671:5,2013-05-05 06:08:40.917,,N
10075680:5,10075680:5,2013-05-05 06:08:40.917,,N
10075681:5,10075681:5,2013-05-05 06:08:40.917,,N
10075686:5,10075686:5,2013-05-05 06:08:40.917,,N
10075690:5,10075690:5,2013-05-05 06:08:40.917,,N
10075698:5,10075698:5,2013-05-05 06:08:40.917,,N
10075699:5,10075699:5,2013-05-05 06:08:40.917,,N
10075702:5,10075702:5,2013-05-05 06:08:40.917,,N
10075705:5,10075705:5,2013-05-05 06:08:40.917,,N
10075710:5,10075710:5,2013-05-05 06:08:40.917,,N
10075714:5,10075714:5,2013-05-05 06:08:40.917,,N
10075719:5,10075719:5,2013-05-05 06:08:40.917,,N
10075721:5,10075721:5,2013-05-05 06:08:40.917,,N
10075726:5,10075726:5,2013-05-05 06:08:40.917,,N
10075728:5,10075728:5,2013-05-05 06:08:40.917,,N
10075732:5,10075732:5,2013-05-05 06:08:40.917,,N
10075739:5,10075739:5,2013-05-05 06:08:40.917,,N
10075740:5,10075740:5,2013-05-05 06:08:40.917,,N
10075741:5,10075741:5,2013-05-05 06:08:40.917,,N
10075750:5,10075750:5,2013-05-05 06:08:40.917,,N
10075754:5,10075754:5,2013-05-05 06:08:40.917,,N
10075756:5,10075756:5,2013-05-05 06:08:40.917,,N
10075760:5,10075760:5,2013-05-05 06:08:40.917,,N
10075762:5,10075762:5,2013-05-05 06:08:40.917,,N
10075763:5,10075763:5,2013-05-05 06:08:40.917,,N
10075765:5,10075765:5,2013-05-05 06:08:40.917,,N
10075766:5,10075766:5,2013-05-05 06:08:40.917,,N
10075769:5,10075769:5,2013-05-05 06:08:40.917,,N
10075778:5,10075778:5,2013-05-05 06:08:40.917,,N
10075780:5,10075780:5,2013-05-05 06:08:40.917,,N
10075784:5,10075784:5,2013-05-05 06:08:40.917,,N
10075792:5,10075792:5,2013-05-05 06:08:40.917,,N
10075803:5,10075803:5,2013-05-05 06:08:40.917,,N
10075822:5,10075822:5,2013-05-05 06:08:40.917,,N
10075823:5,10075823:5,2013-05-05 06:08:40.917,,N
10075833:5,10075833:5,2013-05-05 06:08:40.917,,N
10075839:5,10075839:5,2013-05-05 06:08:40.917,,N
10075841:5,10075841:5,2013-05-05 06:08:40.917,,N
10075860:5,10075860:5,2013-05-05 06:08:40.917,,N
10075864:5,10075864:5,2013-05-05 06:08:40.917,,N
10075865:5,10075865:5,2013-05-05 06:08:40.917,,N
10075868:5,10075868:5,2013-05-05 06:08:40.917,,N
10075873:5,10075873:5,2013-05-05 06:08:40.917,,N
10075876:5,10075876:5,2013-05-05 06:08:40.917,,N
10075877:5,10075877:5,2013-05-05 06:08:40.917,,N
10075879:5,10075879:5,2013-05-05 06:08:40.917,,N
10075880:5,10075880:5,2013-05-05 06:08:40.917,,N
10075883:5,10075883:5,2013-05-05 06:08:40.917,,N
10075888:5,10075888:5,2013-05-05 06:08:40.917,,N
10075889:5,10075889:5,2013-05-05 06:08:40.917,,N
10075898:5,10075898:5,2013-05-05 06:08:40.917,,N
10075900:5,10075900:5,2013-05-05 06:08:40.917,,N
10075901:5,10075901:5,2013-05-05 06:08:40.917,,N
10075911:5,10075911:5,2013-05-05 06:08:40.917,,N
10075912:5,10075912:5,2013-05-05 06:08:40.917,,N
10075915:5,10075915:5,2013-05-05 06:08:40.917,,N
10075931:5,10075931:5,2013-05-05 06:08:40.917,,N
10075939:5,10075939:5,2013-05-05 06:08:40.917,,N
10075941:5,10075941:5,2013-05-05 06:08:40.917,,N
10075943:5,10075943:5,2013-05-05 06:08:40.917,,N
10075944:5,10075944:5,2013-05-05 06:08:40.917,,N
10075945:5,10075945:5,2013-05-05 06:08:40.917,,N
10075947:5,10075947:5,2013-05-05 06:08:40.917,,N
10075950:5,10075950:5,2013-05-05 06:08:40.917,,N
10075960:5,52134749:5,2013-05-05 06:08:40.917,,N
10075966:5,10075966:5,2013-05-05 06:08:40.917,,N
10075972:5,10075972:5,2013-05-05 06:08:40.917,,N
10075990:5,10075990:5,2013-05-05 06:08:40.917,,N
10076004:5,10076004:5,2013-05-05 06:08:40.917,,N
10076005:5,10076005:5,2018-06-20 09:53:16.167,,N
10076007:5,10076007:5,2013-05-05 06:08:40.917,,N
10076019:5,10076019:5,2013-05-05 06:08:40.917,,N
10076021:5,10076021:5,2013-05-05 06:08:40.917,,N
10076030:5,10076030:5,2013-05-05 06:08:40.917,,N
10076031:5,10076031:5,2013-05-05 06:08:40.917,,N
10076038:5,10076038:5,2013-05-05 06:08:40.917,,N
10076040:5,10076040:5,2013-05-05 06:08:40.917,,N
10076054:5,10076054:5,2013-05-05 06:08:40.917,,N
10076056:5,10076056:5,2013-05-05 06:08:40.917,,N
10076057:5,10076057:5,2013-05-05 06:08:40.917,,N
10076069:5,10076069:5,2013-05-05 06:08:40.917,,N
10076071:5,10076071:5,2013-05-05 06:08:40.917,,N
10076078:5,10076078:5,2013-05-05 06:08:40.917,,N
10076082:5,10076082:5,2013-05-05 06:08:40.917,,N
10076090:5,10076090:5,2013-05-05 06:08:40.917,,N
10076094:5,10076094:5,2013-05-05 06:08:40.917,,N
10076099:5,10076099:5,2013-05-05 06:08:40.917,,N
10076100:5,10076100:5,2013-05-05 06:08:40.917,,N
10076101:5,10076101:5,2013-05-05 06:08:40.917,,N
10076106:5,10076106:5,2013-05-05 06:08:40.917,,N
10076107:5,10076107:5,2013-05-05 06:08:40.917,,N
10076108:5,10076108:5,2013-05-05 06:08:40.917,,N
10076109:5,10076109:5,2013-05-05 06:08:40.917,,N
10076110:5,10076110:5,2013-05-05 06:08:40.917,,N
10076115:5,10076115:5,2013-05-05 06:08:40.917,,N
10076124:5,10076124:5,2013-05-05 06:08:40.917,,N
10076128:5,10076128:5,2013-05-05 06:08:40.917,,N
10076135:5,10076135:5,2013-05-05 06:08:40.917,,N
10076136:5,10076136:5,2013-05-05 06:08:40.917,,N
10076137:5,10076137:5,2013-05-05 06:08:40.917,,N
10076142:5,10076142:5,2013-05-05 06:08:40.917,,N
10076144:5,10076144:5,2013-05-05 06:08:40.917,,N
10076146:5,10076146:5,2013-05-05 06:08:40.917,,N
10076154:5,10076154:5,2013-05-05 06:08:40.917,,N
10076157:5,10076157:5,2013-05-05 06:08:40.917,,N
10076161:5,10076161:5,2013-05-05 06:08:40.917,,N
10076162:5,10076162:5,2013-05-05 06:08:40.917,,N
10076171:5,10076171:5,2013-05-05 06:08:40.917,,N
10076175:5,10076175:5,2013-05-05 06:08:40.917,,N
10076178:5,10076178:5,2013-05-05 06:08:40.917,,N
10076183:5,10076183:5,2013-05-05 06:08:40.917,,N
10076192:5,10076192:5,2013-05-05 06:08:40.917,,N
10076194:5,10076194:5,2013-05-05 06:08:40.917,,N
10076198:5,10076198:5,2013-05-05 06:08:40.917,,N
10076205:5,10076205:5,2013-05-05 06:08:40.917,,N
10076206:5,10076206:5,2013-05-05 06:08:40.917,,N
10076207:5,10076207:5,2013-05-05 06:08:40.917,,N
10076214:5,10076214:5,2013-05-05 06:08:40.917,,N
10076230:5,10076230:5,2013-05-05 06:08:40.917,,N
10076231:5,10076231:5,2013-05-05 06:08:40.917,,N
10076240:5,10076240:5,2013-05-05 06:08:40.917,,N
10076246:5,10076246:5,2013-05-05 06:08:40.917,,N
10076250:5,10076250:5,2013-05-05 06:08:40.917,,N
10076261:5,10076261:5,2013-05-05 06:08:40.917,,N
10076262:5,10076262:5,2013-05-05 06:08:40.917,,N
10076266:5,10076266:5,2013-05-05 06:08:40.917,,N
10076269:5,10076269:5,2013-05-05 06:08:40.917,,N
10076270:5,10076270:5,2013-05-05 06:08:40.917,,N
10076271:5,10076271:5,2013-05-05 06:08:40.917,,N
10076272:5,10076272:5,2013-05-05 06:08:40.917,,N
10076274:5,10076274:5,2013-05-05 06:08:40.917,,N
10076281:5,10076281:5,2013-05-05 06:08:40.917,,N
10076282:5,10076282:5,2013-05-05 06:08:40.917,,N
10076283:5,10076283:5,2013-06-19 00:23:49.773,,N
10076290:5,10076290:5,2013-05-05 06:08:40.917,,N
10076291:5,10076291:5,2013-05-05 06:08:40.917,,N
